Region,Year,Source,Sector,Subsector,TPM,PM10,PM2.5,SOX,NOX,VOC,CO,NH3,Pb,Cd,Hg,D/F,HCB,PAH
Canada,2011,Industrial Sources,Iron and Steel Industries,Steel Recycling,6,5,3,,,,,,60.1,0.4,10.8,,,
Canada,2011,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,2011,Industrial Sources,Iron Ore Mining Industry,all subsectors,9294,3155,1099,12397,13235,38,21777,,1790.7,50,104.6,,,18.5
Canada,2011,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,1185,785,324,458,664,,1954,,51.8,4.7,,,,
Canada,2011,Industrial Sources,Iron Ore Mining Industry,Pelletizing,8109,2370,774,11939,12570,38,19822,,1738.9,45.3,104.6,,,18.5
Canada,2011,Industrial Sources,Mining and Rock Quarrying,all subsectors,221933,51692,10628,5820,25356,2555,14970,410,9594.1,294.4,4.9,0.056,14.429,0.3
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,114902,14266,2692,,624,1,141,,,,,,,
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,34571,7943,3102,1216,9481,470,8255,385,9539.1,290.9,3,0.054,6.145,
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,59360,24217,2471,4051,5115,1123,3286,,1.1,0.1,,,,
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Potash,5863,3118,1562,,1925,572,880,,,,,,,
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Silica Production,1170,115,34,,,,,,,,,,,
Canada,2011,Industrial Sources,Mining and Rock Quarrying,Other Minerals,6066,2033,767,553,8211,388,2408,25,53.9,3.4,1.9,0.002,8.284,0.3
Canada,2011,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,4059,2391,1701,333446,1611,73,11287,462,96230.1,4788,210.2,0.471,929.506,0.3
Canada,2011,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,4017,2368,1680,331918,1498,41,11287,427,95810.3,4788,210.2,0.47,929.495,
Canada,2011,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,23,13,12,1527,,32,,,419.8,,,0.001,,0.3
Canada,2011,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,19,9,9,,113,,,36,,,,,0.011,
Canada,2011,Industrial Sources,Pulp and Paper Industry,all subsectors,18041,12744,9180,26954,31388,18657,76961,1698,1486.5,215.9,48.7,1.182,124.599,58.7
Canada,2011,Industrial Sources,Wood Industry,all subsectors,13342,7126,3749,641,9848,30436,64062,694,478.7,59,21.2,1.068,3.417,13.1
Canada,2011,Industrial Sources,Wood Industry,Sawmills,7234,3205,1095,218,4897,15439,46243,458,257.5,26.4,16.9,0.375,,10.9
Canada,2011,Industrial Sources,Wood Industry,Panel Board Mills,5086,3206,2102,399,4592,11865,16880,236,220.9,9.8,4.3,0.691,3.328,2.2
Canada,2011,Industrial Sources,Wood Industry,Other Wood Products,1022,716,553,24,358,3133,940,,0.4,22.7,,0.001,0.088,
Canada,2011,Industrial Sources,Upstream Petroleum Industry,all subsectors,11251,8974,7509,275421,429820,595960,506795,1924,612.4,138.4,58.7,,,8.4
Canada,2011,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,5381,5364,5362,168080,374208,552547,475901,289,,,,,,
Canada,2011,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,3,3,2,,29,4135,,,,,,,,
Canada,2011,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,538,537,537,10517,20468,7240,14109,520,,51.6,7.2,,,
Canada,2011,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,87,86,84,151,1939,6790,1841,,,,,,,
Canada,2011,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,5243,2985,1523,96673,33175,25249,14944,1115,612.4,86.8,51.5,,,8.4
Canada,2011,Industrial Sources,Downstream Petroleum Industry,all subsectors,4229,3016,1950,57684,18895,27030,18606,73,326.9,117.3,47.5,,,15.6
Canada,2011,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,4042,2983,1927,55976,17910,10559,18430,73,320.9,117.3,47.5,,,15.6
Canada,2011,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,52,5,4,,,15420,,,6,,,,,
Canada,2011,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,135,28,19,1708,985,1051,177,,,,,,,
Canada,2011,Industrial Sources,Other Industries,all subsectors,5819,3936,2757,4113,4400,56188,7025,299,9106.2,395.6,19.2,1.532,120.049,
Canada,2011,Industrial Sources,Other Industries,Metal Fabrication,1666,1004,818,792,371,5775,3178,18,8804.6,393.6,11.3,1.436,120.049,
Canada,2011,Industrial Sources,Other Industries,Glass Manufacture,273,247,225,590,939,256,242,,0.4,0.5,,,,
Canada,2011,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,966,811,571,354,633,7577,1880,15,237.5,,,0.082,,
Canada,2011,Industrial Sources,Other Industries,Electronics,3,3,2,,,98,,25,4.9,,4.6,,,
Canada,2011,Industrial Sources,Other Industries,Plastics Manufacture,240,182,157,615,259,14011,29,,35,1.4,,,,
Canada,2011,Industrial Sources,Other Industries,Food Preparation,2203,1363,775,1686,1963,17442,991,231,,,,,,
Canada,2011,Industrial Sources,Other Industries,Textiles ,5,5,3,51,43,697,,,,,,,,
Canada,2011,Industrial Sources,Other Industries,Abrasives Manufacture,17,13,5,,,30,,,,,,0.014,,
Canada,2011,Industrial Sources,Other Industries,Bakeries,36,10,2,,1,8985,,,,,,,,
Canada,2011,Industrial Sources,Other Industries,Other (Other Industries),409,299,199,24,191,1318,705,9,23.7,0.1,3.2,,,
Canada,2011,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,103,103,104,287,21370,1463,10836,1,,,,,,
Canada,2011,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,88,88,88,20,13398,779,4743,,,,,,,
Canada,2011,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,14,14,14,267,7925,448,6093,,,,,,,
Canada,2011,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,1,1,2,,48,236,,,,,,,,
Canada,2011,Industrial Sources,Biofuel Production,all subsectors,15,9,4,,19,97,,,,,,,,
Canada,2011,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,2919,2630,2389,9306,26649,1309,18384,218,915.2,470.1,57.7,0.476,,2.3
Canada,2011,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,17518,7784,4334,293198,199708,1866,40594,756,2828.2,741.1,1009.6,1.668,1617.999,13.9
Canada,2011,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,14918,5676,2469,286424,131516,356,12597,62,2222.4,511.5,913.4,1.427,1482.593,
Canada,2011,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,1399,1361,1269,678,48734,1157,18873,594,158.7,190.1,56.3,0.005,135.406,0.9
Canada,2011,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),1202,746,595,6096,19458,353,9124,99,447.1,39.5,39.9,0.236,,13
Canada,2011,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,2897,2580,2467,6779,34190,1711,13062,461,336.8,505.4,75.1,0.424,,3.9
Canada,2011,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,174401,165022,164803,2830,19807,235191,1204240,1783,2651.1,155.6,40.6,7.074,,103281.5
Canada,2011,Mobile Sources,Air Transportation,all subsectors,859,859,762,5116,60199,5805,40640,32,29877.5,,,,,6.6
Canada,2011,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,13951,13951,13533,139,278561,25487,97926,832,,,,8.535,,347.9
Canada,2011,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,483,483,444,64,16921,13745,178213,348,,,,0.021,,213.5
Canada,2011,Mobile Sources,Light-duty diesel trucks,all subsectors,279,279,271,2,3962,649,2379,27,,,,1.104,,23.4
Canada,2011,Mobile Sources,Light-duty diesel vehicles,all subsectors,207,207,201,4,2894,455,1396,16,,,,0.656,,27.3
Canada,2011,Mobile Sources,Light-duty gasoline trucks,all subsectors,2769,2769,2547,606,104318,83162,1043165,3156,,,,0.083,,203.8
Canada,2011,Mobile Sources,Light-duty gasoline vehicles,all subsectors,2674,2674,2460,570,77608,80114,864445,4001,,,,0.105,,198.2
Canada,2011,Mobile Sources,Marine Transportation,all subsectors,12767,12256,11276,86612,203823,17503,18816,247,538.6,246.3,5.6,17.96,,107.8
Canada,2011,Mobile Sources,Motorcycles,all subsectors,41,41,37,4,593,2188,15659,27,,,,0.006,,7.5
Canada,2011,Mobile Sources,Off-road use of diesel,all subsectors,25473,25473,24964,299,283835,31372,162834,256,,,,,,0.1
Canada,2011,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,6802,6543,6149,92,29398,240440,1605613,107,,,,,,0.5
Canada,2011,Mobile Sources,Rail Transportation,all subsectors,2965,2965,2876,445,123564,6155,17915,56,249,83,83,1.376,,50.4
Canada,2011,Mobile Sources,Tire wear & Brake Lining,all subsectors,7062,7062,1726,,,,,,,,,,,
Canada,2011,Incineration Sources,Crematorium,all subsectors,7,7,7,13,21,2,17,,5.2,0.9,258,2.939,25.93,
Canada,2011,Incineration Sources,Industrial & Commercial Incineration,all subsectors,25,17,10,439,518,652,1863,72,302.4,2.5,105.2,0.441,40.55,
Canada,2011,Incineration Sources,Municipal Incineration,all subsectors,241,220,203,219,1148,376,545,19,94.2,23.3,225.4,5.487,582.61,
Canada,2011,Incineration Sources,Other Incineration & Utilities,all subsectors,67,7,2,1516,225,134,1756,27,6.1,2.7,,,,
Canada,2011,Miscellaneous Sources,Cigarette Smoking,all subsectors,486,486,486,,,8,2299,88,1.4,3.6,0.1,0.011,,0.6
Canada,2011,Miscellaneous Sources,Dry Cleaning,all subsectors,19,19,17,,,200,,,,,,,,
Canada,2011,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,238994,,,,,,,,
Canada,2011,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,306,120,46,,,17,,,9.1,0.4,,,,
Canada,2011,Miscellaneous Sources,Meat Cooking,all subsectors,8346,8346,8346,,,,,,,,,,,2.6
Canada,2011,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,34945,,,,,,,,
Canada,2011,Miscellaneous Sources,Printing,all subsectors,8,8,7,,23,17856,,,0.1,,,,,
Canada,2011,Miscellaneous Sources,Structural Fires,all subsectors,300,300,278,,39,306,1667,18,,,,,,
Canada,2011,Miscellaneous Sources,Surface Coatings,all subsectors,,,,,,54871,,,,,,,,
Canada,2011,Miscellaneous Sources,Human,all subsectors,,,,,,,,577,,,15.9,,,
Canada,2011,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,21,,,337.1,,,
Canada,2011,Open Sources,Agriculture,all subsectors,3882523,1560299,385138,9197,3944,251824,866,427254,64.4,79.5,7.4,0.073,,0.4
Canada,2011,Open Sources,Agriculture,Animals Production,34919,9681,2007,,,251684,,303496,,,,,,
Canada,2011,Open Sources,Agriculture,Crop Production,3834098,1543854,381069,,,,,,,,,,,
Canada,2011,Open Sources,Agriculture,Fertilizer Application,12727,6236,1782,,,,,123706,,,,,,
Canada,2011,Open Sources,Agriculture,Agriculture - Fuel Combustion,779,528,279,9197,3944,140,866,51,64.4,79.5,7.4,0.073,,0.4
Canada,2011,Open Sources,Construction Operation,all subsectors,6860343,2058220,411747,1552,2730,56,458,49,12.8,9.8,2.4,0.044,,0.5
Canada,2011,Open Sources,Dust from Paved Roads,all subsectors,3547978,680030,162694,,,,,,,,,,,
Canada,2011,Open Sources,Dust from Unpaved Roads,all subsectors,9373701,2960380,439406,,,,,,,,,,,
Canada,2011,Open Sources,Dust from Coal Transportation,all subsectors,1030,515,40,,,,,,,,,,,
Canada,2011,Open Sources,Waste,all subsectors,6352,2767,2436,912,3018,14610,14834,4377,71.6,18.9,678.9,19.91,5313.243,693.9
Canada,2011,Open Sources,Waste,Landfills,4035,465,149,1,96,9620,2066,27,,,246.9,,,
Canada,2011,Open Sources,Waste,Water and Sewage Treatment,74,69,68,426,1360,595,511,4262,48.7,11,232.7,0.012,33.203,
Canada,2011,Open Sources,Waste,Energy from Waste,37,27,15,91,430,15,408,,15.6,3.3,5.3,0.022,50,
Canada,2011,Open Sources,Waste,Open Burning,2193,2193,2193,137,822,4112,11512,88,,,140.7,19.867,4707.18,693.9
Canada,2011,Open Sources,Waste,Waste Treatment and Disposal,14,13,12,257,310,269,336,,7.2,4.7,53.4,0.01,522.86,
Canada,2011,Open Sources,Mine Tailings,all subsectors,32966,2637,659,,,,,,,,,,,
Canada,2011,Open Sources,Prescribed Burning,all subsectors,11358,9719,6906,30,1420,4284,80714,126,,,,1.568,,2022.4
Canada,2012,Industrial Sources,Aluminum Industry,all subsectors,9261,5665,4458,62695,1353,1324,400991,,,,12.5,,,22887.6
Canada,2012,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),120,27,25,86,451,27,412,,,,,,,
Canada,2012,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,9141,5638,4433,62609,902,1297,400579,,,,12.5,,,22887.6
Canada,2012,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),,,,,,,,,,,,,,
Canada,2012,Industrial Sources,Asphalt Paving Industry,all subsectors,39771,7786,1488,621,1080,5661,3751,,987.1,21,21.1,0.005,,12.3
Canada,2012,Industrial Sources,Cement and Concrete Industry,all subsectors,48924,16381,7992,25399,35445,420,17628,328,626.3,27.9,295.3,0.652,422.427,1.6
Canada,2012,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,3054,1739,867,21825,30551,360,14233,301,501.7,21.6,288,0.652,422.427,1.6
Canada,2012,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,1959,1093,535,3468,4695,25,2979,27,13.5,5.2,7,,,
Canada,2012,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,43912,13549,6590,105,199,35,415,,111.1,1,0.3,,,
Canada,2012,Industrial Sources,Chemicals Industry,all subsectors,4281,3037,1525,20349,23699,11013,12818,9133,71.7,5.8,22.6,0.268,,28.1
Canada,2012,Industrial Sources,Chemicals Industry,Chemical Manufacture,1783,1188,846,18485,9885,3533,6993,85,46.8,0.1,22.3,0.268,,28.1
Canada,2012,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,15,14,9,,,1435,,2,16.5,,,,,
Canada,2012,Industrial Sources,Chemicals Industry,Petrochemical Industry,816,806,94,134,3730,1322,1601,,7,2.7,0.3,,,
Canada,2012,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,120,103,85,42,496,3391,442,33,,,,,,
Canada,2012,Industrial Sources,Chemicals Industry,Fertilizer Production,1268,817,397,1687,9566,845,3470,9007,1.4,3,,,,
Canada,2012,Industrial Sources,Chemicals Industry,Other (Chemical Industries),279,110,94,,21,488,312,7,,,,,,
Canada,2012,Industrial Sources,Mineral Products Industry,all subsectors,552,467,353,1499,454,72,640,227,,,,,,
Canada,2012,Industrial Sources,Mineral Products Industry,Clay Products,63,52,11,400,27,,84,,,,,,,
Canada,2012,Industrial Sources,Mineral Products Industry,Brick Products,,,,,,,,,,,,,,
Canada,2012,Industrial Sources,Mineral Products Industry,Other Mineral Products,489,415,341,1099,427,72,555,227,,,,,,
Canada,2012,Industrial Sources,Foundries,all subsectors,6059,5684,5164,48,144,388,48809,,386.7,1.8,,0.01,0.01,
Canada,2012,Industrial Sources,Foundries,Ferrous Foundries,6049,5677,5159,48,144,386,48809,,314.7,1.8,,0.01,0.01,
Canada,2012,Industrial Sources,Foundries,Non-ferrous Foundries,1,1,1,,,2,,,71.9,,,,,
Canada,2012,Industrial Sources,Foundries,Die Casting,9,7,5,,,,,,,,,,,
Canada,2012,Industrial Sources,Grain Industries,all subsectors,57136,15157,2652,660,980,2270,345,17,,,,,,
Canada,2012,Industrial Sources,Iron and Steel Industries,all subsectors,7679,4383,2475,29980,12215,1263,27970,91,6624.5,254.5,548.7,2.889,1420.968,740.7
Canada,2012,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),7150,4074,2252,28912,10877,749,24571,76,3925.6,205.2,232.4,1.226,144.916,740.7
Canada,2012,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),522,304,220,1068,1338,514,3398,14,2641.1,49,306.8,1.663,1276.052,
Canada,2012,Industrial Sources,Iron and Steel Industries,Steel Recycling,7,5,4,,,,,,57.7,0.3,9.6,,,
Canada,2012,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,2012,Industrial Sources,Iron Ore Mining Industry,all subsectors,12206,3593,1149,12738,12844,175,20494,,1936.6,58.2,98.1,,,19
Canada,2012,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,2455,847,313,400,758,,2501,,74.6,8,,,,
Canada,2012,Industrial Sources,Iron Ore Mining Industry,Pelletizing,9750,2746,836,12339,12087,175,17993,,1862,50.2,98.1,,,19
Canada,2012,Industrial Sources,Mining and Rock Quarrying,all subsectors,192130,41730,9398,2875,24421,1860,19461,67,6916.2,296.6,5,0.044,18.207,0.2
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,116575,14911,2858,,610,,130,,,,,,,
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,14924,7225,3245,1351,10258,525,13869,46,6857.3,292.7,2.2,0.043,7.419,
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,50592,15258,1257,1240,3856,383,2274,,1.4,0.1,,,,
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Potash,5107,2637,1348,1,2104,546,956,,,,,,,
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Silica Production,1284,126,37,,,,,,,,,,,
Canada,2012,Industrial Sources,Mining and Rock Quarrying,Other Minerals,3648,1574,654,282,7593,405,2232,21,57.5,3.8,2.8,0.001,10.788,0.2
Canada,2012,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,4704,2760,1945,342284,1515,65,12677,418,88354.5,6238.4,252.1,0.479,650.892,0.3
Canada,2012,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,4675,2744,1930,340912,1403,38,12677,378,88151.5,6238.4,252.1,0.478,650.852,
Canada,2012,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,15,9,8,1372,,27,,,203,,,0.001,,0.3
Canada,2012,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,15,7,7,,112,,,40,,,,,0.04,
Canada,2012,Industrial Sources,Pulp and Paper Industry,all subsectors,16211,11667,8332,26265,29024,17556,47573,1672,1325.5,210.7,52.6,1.017,116.346,124.2
Canada,2012,Industrial Sources,Wood Industry,all subsectors,13764,7184,3792,583,10573,34750,113912,730,862.9,79.6,30.8,0.603,0.091,12
Canada,2012,Industrial Sources,Wood Industry,Sawmills,7272,3258,1169,228,5274,18244,95419,477,686.4,45.6,15.7,0.39,,9.6
Canada,2012,Industrial Sources,Wood Industry,Panel Board Mills,5349,3169,2026,329,4919,12770,17707,252,176.3,10.4,4.7,0.212,,2.3
Canada,2012,Industrial Sources,Wood Industry,Other Wood Products,1143,758,597,27,380,3735,785,,0.2,23.6,10.4,0.001,0.091,
Canada,2012,Industrial Sources,Upstream Petroleum Industry,all subsectors,11365,9208,7641,265943,420817,655567,500743,2083,664.1,147.9,58.9,,,8.2
Canada,2012,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,5505,5496,5495,149551,364830,605365,465842,281,,,,,,
Canada,2012,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,46,14,4,,38,4426,,,,,,,,
Canada,2012,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,519,518,518,11274,24223,8304,16025,600,,29.6,7,,,
Canada,2012,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,69,68,64,75,1881,6991,1598,,,,,,,
Canada,2012,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,5226,3112,1560,105043,29844,30482,17278,1202,664.1,118.2,51.9,,,8.2
Canada,2012,Industrial Sources,Downstream Petroleum Industry,all subsectors,3848,2714,1795,55639,19188,25131,15978,75,323.5,117.3,46.4,,,19.4
Canada,2012,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,3626,2604,1707,54243,18296,9133,15809,75,323.5,117.3,46.4,,,19.4
Canada,2012,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,67,7,6,,,15395,,,,,,,,
Canada,2012,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,154,104,82,1397,892,603,169,,,,,,,
Canada,2012,Industrial Sources,Other Industries,all subsectors,4971,3342,2194,2881,3592,53687,6520,319,2411.3,378.9,17.3,1.444,345.263,4.1
Canada,2012,Industrial Sources,Other Industries,Metal Fabrication,1743,1120,824,837,345,5233,3620,6,2307.1,377.8,10.6,1.429,345.263,4.1
Canada,2012,Industrial Sources,Other Industries,Glass Manufacture,205,185,168,440,713,227,340,,0.3,0.5,,,,
Canada,2012,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,285,218,162,45,524,7914,899,,61.5,0.1,,,,
Canada,2012,Industrial Sources,Other Industries,Electronics,1,1,1,,,41,,18,4.5,,4.2,,,
Canada,2012,Industrial Sources,Other Industries,Plastics Manufacture,222,156,132,614,258,14841,31,,23,0.6,,,,
Canada,2012,Industrial Sources,Other Industries,Food Preparation,2086,1377,722,903,1542,16011,999,271,,,,,,
Canada,2012,Industrial Sources,Other Industries,Textiles ,5,4,3,41,30,526,,,,,,,,
Canada,2012,Industrial Sources,Other Industries,Abrasives Manufacture,20,15,8,,,90,,,,,,0.015,,
Canada,2012,Industrial Sources,Other Industries,Bakeries,3,2,1,,1,7750,,,,,,,,
Canada,2012,Industrial Sources,Other Industries,Other (Other Industries),400,265,172,1,180,1054,631,25,14.8,0.1,2.6,,,
Canada,2012,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,91,91,90,119,13275,1107,5041,,,,,,,
Canada,2012,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,84,84,83,19,12642,733,4420,,,,,,,
Canada,2012,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,4,4,4,100,551,340,621,,,,,,,
Canada,2012,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,3,3,3,,82,34,,,,,,,,
Canada,2012,Industrial Sources,Biofuel Production,all subsectors,16,10,4,,18,103,,,,,,,,
Canada,2012,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,2775,2479,2215,9950,25043,1234,16900,194,1015.7,477.2,53.6,0.242,,2.1
Canada,2012,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,15258,6252,3209,284197,165799,1223,32402,336,2548.4,427.1,855.8,1.604,656.708,7.8
Canada,2012,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,13363,5000,2271,277783,125615,382,9528,37,2146.1,357,809.8,1.457,520.302,
Canada,2012,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,674,621,443,572,21562,534,16383,204,88.5,49.8,23.4,0.015,136.406,0.1
Canada,2012,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),1222,631,496,5842,18622,308,6490,95,313.8,20.3,22.6,0.133,,7.7
Canada,2012,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,2661,2379,2269,6279,31362,1580,11964,403,298.2,477.9,69.3,0.369,,3.5
Canada,2012,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,175379,166013,165769,2863,20042,234413,1213941,1804,2672.9,157.5,41,7.158,,103509.6
Canada,2012,Mobile Sources,Air Transportation,all subsectors,957,957,857,5916,68927,6363,50725,37,36812.5,,,,,8.3
Canada,2012,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,12524,12524,12148,139,259334,23571,91383,845,,,,8.664,,292.8
Canada,2012,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,472,472,434,70,15938,12994,170059,347,,,,0.021,,193.6
Canada,2012,Mobile Sources,Light-duty diesel trucks,all subsectors,257,257,249,2,3684,603,2240,27,,,,1.114,,20.4
Canada,2012,Mobile Sources,Light-duty diesel vehicles,all subsectors,190,190,184,4,2744,438,1579,16,,,,0.669,,26.3
Canada,2012,Mobile Sources,Light-duty gasoline trucks,all subsectors,2782,2782,2560,666,97054,77553,989838,3069,,,,0.081,,182.3
Canada,2012,Mobile Sources,Light-duty gasoline vehicles,all subsectors,2580,2580,2374,608,69947,73024,804614,3695,,,,0.097,,201.8
Canada,2012,Mobile Sources,Marine Transportation,all subsectors,10799,10367,9538,67117,209983,17871,19501,256,467.2,206.7,4.7,15.578,,93.5
Canada,2012,Mobile Sources,Motorcycles,all subsectors,43,43,39,4,608,2053,14909,30,,,,0.007,,7.5
Canada,2012,Mobile Sources,Off-road use of diesel,all subsectors,21387,21387,20960,183,241620,26498,136579,231,,,,,,0.1
Canada,2012,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,6093,5861,5508,89,28666,210368,1454581,101,,,,,,0.5
Canada,2012,Mobile Sources,Rail Transportation,all subsectors,2995,2995,2905,450,124823,6218,18098,57,251.6,83.9,83.9,1.39,,50.9
Canada,2012,Mobile Sources,Tire wear & Brake Lining,all subsectors,7193,7193,1758,,,,,,,,,,,
Canada,2012,Incineration Sources,Crematorium,all subsectors,6,6,6,12,19,2,16,,4.7,0.8,234.5,2.672,23.575,
Canada,2012,Incineration Sources,Industrial & Commercial Incineration,all subsectors,25,17,10,439,518,652,1863,72,302.4,2.5,105.2,0.441,40.55,
Canada,2012,Incineration Sources,Municipal Incineration,all subsectors,97,83,77,232,1168,233,278,,1.2,0.1,55.9,2.193,255.323,
Canada,2012,Incineration Sources,Other Incineration & Utilities,all subsectors,67,7,2,1516,225,134,1756,27,6.1,2.7,,,,
Canada,2012,Miscellaneous Sources,Cigarette Smoking,all subsectors,479,479,479,,,8,2266,83,1.3,3.5,0.1,0.011,,0.6
Canada,2012,Miscellaneous Sources,Dry Cleaning,all subsectors,12,12,9,,,203,,,,,,,,
Canada,2012,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,243925,,,,,,,,
Canada,2012,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,289,114,43,,,10,,,2.9,0.1,,,,
Canada,2012,Miscellaneous Sources,Meat Cooking,all subsectors,8489,8489,8489,,,,,,,,,,,2.7
Canada,2012,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,34980,,,,,,,,
Canada,2012,Miscellaneous Sources,Printing,all subsectors,11,11,9,,23,17360,,,,,,,,
Canada,2012,Miscellaneous Sources,Structural Fires,all subsectors,300,300,278,,39,306,1667,18,,,,,,
Canada,2012,Miscellaneous Sources,Surface Coatings,all subsectors,5,5,1,,,53962,,,,,,,,
Canada,2012,Miscellaneous Sources,Human,all subsectors,,,,,,,,584,,,16.1,,,
Canada,2012,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,21,,,324.7,,,
Canada,2012,Open Sources,Agriculture,all subsectors,3777985,1531747,374699,8259,3938,251831,908,443682,58.8,85.2,7.5,0.067,,0.3
