Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Quebec,1991,Industrial Sources,Aluminum Industry,all subsectors,13603,5875,3651,36056,1486,656,303630,28,,,16.9,,,
Quebec,1991,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),649,400,314,2869,797,10,138,24,,,6.3,,,
Quebec,1991,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,12951,5472,3334,33181,674,646,303488,2,,,10.6,,,
Quebec,1991,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),3,3,3,7,15,,3,1,,,,,,
Quebec,1991,Industrial Sources,Asphalt Paving Industry,all subsectors,11973,2289,420,196,281,217,1116,,140.3,3.5,3.2,,,2.8
Quebec,1991,Industrial Sources,Cement and Concrete Industry,all subsectors,11431,3775,1848,14199,5068,184,4753,191,21.7,0.2,65.2,,,
Quebec,1991,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,2566,1074,523,13025,4554,90,684,167,,,47.5,,,
Quebec,1991,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,297,57,40,1174,514,65,4070,24,,,17.7,,,
Quebec,1991,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,8568,2644,1286,,1,29,,,21.7,0.2,,,,
Quebec,1991,Industrial Sources,Chemicals Industry,all subsectors,1992,1054,865,8701,2487,11282,1690,46,,,1,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Chemical Manufacture,1159,345,299,6452,1317,830,270,28,,,,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,38,38,37,,1,3239,,,,,,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Petrochemical Industry,737,624,493,119,818,6519,195,14,,,,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,36,27,21,2129,230,362,95,1,,,1,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Fertilizer Production,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Chemicals Industry,Other (Chemical Industries),21,20,14,,120,332,1129,3,,,,,,
Quebec,1991,Industrial Sources,Mineral Products Industry,all subsectors,58,37,27,351,117,2,31,2,,,,,,
Quebec,1991,Industrial Sources,Mineral Products Industry,Clay Products,16,17,14,167,24,1,11,1,,,,,,
Quebec,1991,Industrial Sources,Mineral Products Industry,Brick Products,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Mineral Products Industry,Other Mineral Products,42,20,13,183,93,1,20,1,,,,,,
Quebec,1991,Industrial Sources,Foundries,all subsectors,1504,1387,1316,612,228,292,8325,6,,,68.9,,,
