Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Alberta,1991,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Asphalt Paving Industry,all subsectors,10928,2089,383,141,179,2892,512,,384.3,5.4,6.4,0.002,,2.6
Alberta,1991,Industrial Sources,Cement and Concrete Industry,all subsectors,10400,3118,1183,3054,6247,41,282,,7.5,0.1,29.7,,,
Alberta,1991,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,7007,2068,690,3044,5450,36,201,,,,20.6,,,
Alberta,1991,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,421,133,47,10,797,5,81,,,,9.1,,,
Alberta,1991,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,2973,917,446,,,,,,7.5,0.1,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,all subsectors,4274,3157,1582,5684,23869,9376,9023,3730,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Chemical Manufacture,1245,1028,620,3416,4612,435,1130,15,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,,,,,,10,,,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Petrochemical Industry,155,161,118,288,12774,8339,5633,1,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,76,76,16,,403,446,283,,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Fertilizer Production,2798,1892,827,1980,6080,146,1976,3714,,,,,,
Alberta,1991,Industrial Sources,Chemicals Industry,Other (Chemical Industries),,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mineral Products Industry,all subsectors,260,154,68,21,277,53,59,27,,,,,,
Alberta,1991,Industrial Sources,Mineral Products Industry,Clay Products,24,7,3,21,11,1,24,,,,,,,
Alberta,1991,Industrial Sources,Mineral Products Industry,Brick Products,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mineral Products Industry,Other Mineral Products,236,147,66,,266,53,35,27,,,,,,
Alberta,1991,Industrial Sources,Foundries,all subsectors,75,71,68,,2,3,713,,,,1.7,,,
Alberta,1991,Industrial Sources,Foundries,Ferrous Foundries,75,71,68,,2,3,713,,,,1.7,,,
Alberta,1991,Industrial Sources,Foundries,Non-ferrous Foundries,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Foundries,Die Casting,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Grain Industries,all subsectors,12410,2377,829,,106,321,50,,,,,,,
Alberta,1991,Industrial Sources,Iron and Steel Industries,all subsectors,578,203,176,42,89,55,2075,,,,15.7,,,
Alberta,1991,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),578,203,176,42,89,55,2075,,,,13.9,,,
Alberta,1991,Industrial Sources,Iron and Steel Industries,Steel Recycling,,,,,,,,,,,1.9,,,
Alberta,1991,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Iron Ore Mining Industry,all subsectors,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Iron Ore Mining Industry,Pelletizing,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,all subsectors,6714,3006,1453,1589,967,498,116,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,3103,1098,303,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,3480,1896,1148,1589,967,498,116,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Potash,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Silica Production,53,5,2,,,,,,,,,,,
Alberta,1991,Industrial Sources,Mining and Rock Quarrying,Other Minerals,78,6,1,,,,,,,,,,,
Alberta,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,24,,3,,,,,,,,,,,
Alberta,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,24,,3,,,,,,,,,,,
Alberta,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Pulp and Paper Industry,all subsectors,1462,932,761,1374,2401,933,5072,134,,,7.8,,,
Alberta,1991,Industrial Sources,Wood Industry,all subsectors,15697,2932,2088,186,3626,16697,215765,313,595.8,16.7,44.2,0.264,,35.3
Alberta,1991,Industrial Sources,Wood Industry,Sawmills,11860,2475,1749,130,2214,13445,198288,269,534.6,14.6,39.5,0.227,,31.6
Alberta,1991,Industrial Sources,Wood Industry,Panel Board Mills,3736,418,312,32,1183,2389,17477,44,61.2,2.2,4.7,0.037,,3.7
Alberta,1991,Industrial Sources,Wood Industry,Other Wood Products,101,39,26,24,228,863,1,,,,,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,all subsectors,10175,8887,5724,378433,262988,373284,248940,290,,,8.9,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,4749,4749,4749,228406,205853,343727,220795,136,,,,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,,,,,,,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,2845,2069,412,3729,12946,3335,9952,153,,,1.8,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,10,11,11,,1587,1029,123,,,,,,,
Alberta,1991,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,2571,2058,552,146298,42398,25194,18070,,,,7.2,,,
Alberta,1991,Industrial Sources,Downstream Petroleum Industry,all subsectors,833,794,751,11403,5694,10737,1150,10,,,24.7,,,
Alberta,1991,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,833,794,751,11396,5693,4970,1150,10,,,24.7,,,
